Development_Status_Origin,Use,Region_Destination,Development_Status_Destination,Value
China,Mitigation,Sub-Saharan Africa,LDC,0.00014
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.02827
LDC,Mitigation,Latin America & Caribbean,EMDE,0
Transregional,Mitigation,Sub-Saharan Africa,LDC,0.00042
Advanced,Mitigation,East Asia & Pacific,LDC,0.0013
China,Mitigation,Latin America & Caribbean,EMDE,0.00001
Advanced,Mitigation,Middle East & North Africa,EMDE,0.05378
China,Mitigation,South Asia,LDC,0.00023
China,Mitigation,South Asia,LDC,0.00005
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00239
Advanced,Mitigation,Middle East & North Africa,Advanced,0.00776
China,Mitigation,East Asia & Pacific,Advanced,0.00212
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.04149
Advanced,Mitigation,Latin America & Caribbean,LDC,0
Advanced,Dual benefit,East Asia & Pacific,EMDE,0.00018
Advanced,Mitigation,Western Europe,Advanced,0.2648
Advanced,Mitigation,Latin America & Caribbean,Advanced,0.0257
EMDE,Mitigation,South Asia,EMDE,0.08633
Advanced,Mitigation,South Asia,EMDE,1.45223
LDC,Mitigation,US & Canada,Advanced,0.02074
Advanced,Mitigation,Western Europe,Advanced,0.00956
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00029
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00083
Advanced,Mitigation,South Asia,LDC,0.01162
Advanced,Mitigation,Western Europe,Advanced,1.46393
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.03331
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00023
Transregional,Mitigation,Latin America & Caribbean,EMDE,0.00033
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.17503
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00005
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00446
Advanced,Mitigation,Sub-Saharan Africa,Advanced,0
EMDE,Mitigation,South Asia,LDC,0.00008
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00018
EMDE,Mitigation,East Asia & Pacific,EMDE,0.0306
Advanced,Mitigation,Other Oceania,Advanced,0.00199
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.01815
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.01095
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00003
Advanced,Adaptation,South Asia,EMDE,0.0125
LDC,Adaptation,Sub-Saharan Africa,LDC,0.00193
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.06221
Advanced,Adaptation,Latin America & Caribbean,Advanced,0
Advanced,Adaptation,Latin America & Caribbean,LDC,0.00001
Advanced,Adaptation,Latin America & Caribbean,Advanced,0.00003
LDC,Adaptation,East Asia & Pacific,LDC,0.00021
LDC,Adaptation,Sub-Saharan Africa,LDC,0.00066
China,Adaptation,East Asia & Pacific,LDC,0
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.1488
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.07699
LDC,Adaptation,South Asia,EMDE,0
EMDE,Adaptation,East Asia & Pacific,LDC,0.00008
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00044
EMDE,Adaptation,Middle East & North Africa,LDC,0.00124
China,Adaptation,Latin America & Caribbean,EMDE,0
EMDE,Adaptation,South Asia,LDC,0.00175
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.03419
LDC,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00096
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00009
China,Mitigation,Sub-Saharan Africa,EMDE,0
LDC,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,East Asia & Pacific,LDC,0
Transregional,Dual benefit,Transregional,EMDE,0
Transregional,Dual benefit,Transregional,Transregional,0.05402
EMDE,Adaptation,Transregional,Advanced,0
Advanced,Adaptation,Transregional,Advanced,0
Advanced,Adaptation,Transregional,Advanced,0
Advanced,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0.00045
Advanced,Mitigation,East Asia & Pacific,LDC,0.00018
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.05619
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.06921
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.0105
Advanced,Mitigation,US & Canada,Advanced,0.02587
Advanced,Dual benefit,East Asia & Pacific,Advanced,0.03112
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.11071
Advanced,Mitigation,South Asia,EMDE,0.00004
Advanced,Dual benefit,East Asia & Pacific,LDC,0.00023
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00002
LDC,Mitigation,Sub-Saharan Africa,LDC,0.00633
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.04049
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.05527
China,Mitigation,South Asia,EMDE,0.02247
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.45521
Advanced,Mitigation,East Asia & Pacific,EMDE,0.05436
Advanced,Dual benefit,Middle East & North Africa,Advanced,0.03917
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00084
EMDE,Mitigation,South Asia,LDC,0.00263
Advanced,Mitigation,Western Europe,Advanced,0.01675
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0
EMDE,Mitigation,East Asia & Pacific,EMDE,0.00295
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00034
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00001
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.08954
Advanced,Mitigation,East Asia & Pacific,China,0.00004
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00014
Advanced,Adaptation,South Asia,EMDE,0.00105
LDC,Adaptation,South Asia,LDC,0.04725
Advanced,Adaptation,US & Canada,Advanced,0.00459
China,Adaptation,Central Asia & Eastern Europe,EMDE,0.00194
LDC,Adaptation,South Asia,EMDE,0
Advanced,Adaptation,South Asia,EMDE,0.00036
Advanced,Adaptation,Sub-Saharan Africa,Advanced,0.00001
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00564
Advanced,Adaptation,Sub-Saharan Africa,Advanced,0.00004
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00245
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00303
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.02376
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00019
LDC,Adaptation,East Asia & Pacific,LDC,0
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00007
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00011
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00001
Unknown,Adaptation,Sub-Saharan Africa,LDC,0
EMDE,Adaptation,East Asia & Pacific,EMDE,0
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00015
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00002
China,Adaptation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Transregional,Advanced,0.00016
Unknown,Dual benefit,Transregional,EMDE,0.05
Advanced,Mitigation,Transregional,Advanced,0.00002
China,Mitigation,Transregional,Advanced,0
Advanced,Mitigation,Transregional,Advanced,0
Transregional,Mitigation,Transregional,LDC,0.00049
Advanced,Dual benefit,Transregional,EMDE,0.01469
LDC,Dual benefit,Transregional,LDC,0
LDC,Adaptation,Transregional,LDC,0.00032
EMDE,Adaptation,East Asia & Pacific,EMDE,0.01418
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00004
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00045
Advanced,Mitigation,South Asia,EMDE,0.00088
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.00054
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00648
LDC,Mitigation,Middle East & North Africa,EMDE,0.01543
China,Mitigation,Latin America & Caribbean,LDC,0
LDC,Mitigation,Sub-Saharan Africa,EMDE,0.00174
LDC,Mitigation,South Asia,EMDE,0
Advanced,Dual benefit,South Asia,EMDE,0.00019
Advanced,Dual benefit,South Asia,LDC,1.00049
EMDE,Mitigation,Latin America & Caribbean,EMDE,0
Advanced,Mitigation,US & Canada,Advanced,0.00244
Advanced,Mitigation,East Asia & Pacific,Advanced,0
Advanced,Mitigation,East Asia & Pacific,LDC,0.00049
Advanced,Mitigation,Sub-Saharan Africa,Advanced,0.00001
Advanced,Dual benefit,South Asia,LDC,0.00006
China,Mitigation,East Asia & Pacific,China,0.25076
Advanced,Mitigation,US & Canada,Advanced,0.03493
China,Mitigation,East Asia & Pacific,China,0.00882
China,Mitigation,US & Canada,Advanced,0.03059
Advanced,Mitigation,East Asia & Pacific,China,0.00005
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.15912
Advanced,Mitigation,East Asia & Pacific,LDC,0.06139
EMDE,Mitigation,South Asia,EMDE,0.00219
Advanced,Dual benefit,US & Canada,Advanced,0.01265
Advanced,Mitigation,Western Europe,Advanced,0.00021
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.01323
LDC,Mitigation,South Asia,LDC,0
Advanced,Mitigation,US & Canada,Advanced,0.70339
Advanced,Mitigation,East Asia & Pacific,Advanced,0
Advanced,Mitigation,US & Canada,Advanced,0.00002
China,Adaptation,Central Asia & Eastern Europe,EMDE,0.00005
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.04724
LDC,Adaptation,Sub-Saharan Africa,LDC,0.00009
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00126
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00001
Unknown,Adaptation,East Asia & Pacific,EMDE,0
Unknown,Adaptation,Central Asia & Eastern Europe,EMDE,0
Advanced,Adaptation,Western Europe,Advanced,0.0005
LDC,Adaptation,South Asia,EMDE,0.00314
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.01545
China,Adaptation,Latin America & Caribbean,EMDE,0.00006
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00288
Advanced,Adaptation,East Asia & Pacific,EMDE,0.05709
Advanced,Adaptation,East Asia & Pacific,LDC,0.00356
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00126
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00051
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.00001
Advanced,Adaptation,East Asia & Pacific,China,0.00894
LDC,Adaptation,Sub-Saharan Africa,LDC,0.02008
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.03303
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.01329
EMDE,Adaptation,East Asia & Pacific,EMDE,0.11168
China,Adaptation,Sub-Saharan Africa,LDC,0.00006
EMDE,Dual benefit,Latin America & Caribbean,EMDE,0.00002
Advanced,Dual benefit,Latin America & Caribbean,LDC,0.00009
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.00701
China,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.00007
Advanced,Mitigation,Transregional,EMDE,0.18078
EMDE,Mitigation,Transregional,Advanced,0.00032
EMDE,Dual benefit,Transregional,EMDE,0.00398
Advanced,Dual benefit,Transregional,LDC,0.10822
Advanced,Dual benefit,Transregional,EMDE,0.00233
Advanced,Mitigation,Transregional,EMDE,0
Advanced,Dual benefit,Transregional,Advanced,0
Advanced,Adaptation,Transregional,EMDE,0.00007
Advanced,Adaptation,Transregional,EMDE,0.00003
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00018
China,Dual benefit,South Asia,EMDE,0.00241
Advanced,Mitigation,South Asia,EMDE,0.0056
LDC,Mitigation,Middle East & North Africa,LDC,0.00002
EMDE,Mitigation,Middle East & North Africa,EMDE,0.00001
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.27974
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00001
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00301
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.02006
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.2308
Advanced,Mitigation,Middle East & North Africa,EMDE,0.68721
Advanced,Mitigation,Western Europe,Advanced,0.10935
EMDE,Mitigation,East Asia & Pacific,EMDE,0.0142
LDC,Mitigation,South Asia,LDC,0.00001
Transregional,Mitigation,Latin America & Caribbean,EMDE,0.00612
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,South Asia,LDC,0.00006
Advanced,Mitigation,East Asia & Pacific,China,0.00047
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00516
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00023
China,Mitigation,East Asia & Pacific,China,0.25194
Advanced,Mitigation,East Asia & Pacific,LDC,0.00001
Advanced,Mitigation,East Asia & Pacific,EMDE,0
China,Mitigation,Latin America & Caribbean,EMDE,0.00062
LDC,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00009
Transregional,Dual benefit,Sub-Saharan Africa,LDC,0.00067
LDC,Dual benefit,Latin America & Caribbean,EMDE,0
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Adaptation,Latin America & Caribbean,Advanced,0.00001
Advanced,Adaptation,East Asia & Pacific,Advanced,0.29289
China,Adaptation,Latin America & Caribbean,EMDE,0.00107
Advanced,Adaptation,South Asia,LDC,0.00582
Advanced,Adaptation,Western Europe,Advanced,0.01296
Advanced,Adaptation,Latin America & Caribbean,EMDE,0.00004
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.07007
China,Adaptation,Sub-Saharan Africa,EMDE,0.00003
China,Adaptation,Sub-Saharan Africa,LDC,0.00007
Advanced,Adaptation,East Asia & Pacific,EMDE,0.0001
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00067
LDC,Adaptation,Sub-Saharan Africa,LDC,0.00537
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00007
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.00111
Advanced,Adaptation,East Asia & Pacific,LDC,0.00256
China,Adaptation,Middle East & North Africa,EMDE,0
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00023
China,Adaptation,Sub-Saharan Africa,EMDE,0.00012
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.07117
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.19348
LDC,Adaptation,Latin America & Caribbean,EMDE,0.00078
Transregional,Mitigation,Latin America & Caribbean,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,Advanced,0.00252
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.02426
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.00017
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00005
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00016
EMDE,Dual benefit,Transregional,EMDE,0.00297
Advanced,Mitigation,Transregional,EMDE,0.01249
Advanced,Mitigation,Transregional,EMDE,0.00042
Advanced,Mitigation,Transregional,Advanced,0
China,Mitigation,Transregional,LDC,0
Advanced,Adaptation,Transregional,LDC,0.00005
LDC,Adaptation,Transregional,EMDE,0
Advanced,Adaptation,Transregional,LDC,0.00261
Advanced,Dual benefit,South Asia,EMDE,0.03834
Advanced,Mitigation,South Asia,LDC,0.00135
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00008
China,Dual benefit,South Asia,EMDE,0.00033
EMDE,Dual benefit,East Asia & Pacific,EMDE,0.00076
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.0004
China,Mitigation,Latin America & Caribbean,EMDE,0.00098
Advanced,Mitigation,South Asia,EMDE,0.01971
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.00001
Transregional,Dual benefit,South Asia,EMDE,0.00004
Unknown,Mitigation,Western Europe,Advanced,0.00002
Advanced,Mitigation,South Asia,EMDE,0.3132
Advanced,Mitigation,Other Oceania,Advanced,0.01036
Advanced,Mitigation,East Asia & Pacific,LDC,0
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.00004
China,Mitigation,Latin America & Caribbean,EMDE,0.00154
LDC,Mitigation,East Asia & Pacific,LDC,0.1893
China,Mitigation,East Asia & Pacific,EMDE,0.0057
Advanced,Mitigation,East Asia & Pacific,Advanced,2.8754
China,Mitigation,East Asia & Pacific,Advanced,0.30654
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.52104
Advanced,Mitigation,Western Europe,Advanced,0.86648
LDC,Mitigation,South Asia,LDC,0.00635
EMDE,Mitigation,East Asia & Pacific,LDC,0.09679
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.01405
Advanced,Mitigation,East Asia & Pacific,EMDE,0.0002
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.1768
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.00002
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Dual benefit,Latin America & Caribbean,LDC,0.00001
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.02184
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.0104
EMDE,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00309
EMDE,Mitigation,Middle East & North Africa,LDC,0.00084
China,Mitigation,South Asia,LDC,0.00002
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00023
Advanced,Mitigation,East Asia & Pacific,China,0.02013
Advanced,Mitigation,Middle East & North Africa,EMDE,0.07569
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.04178
China,Mitigation,East Asia & Pacific,China,0.8149
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.19129
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.01792
EMDE,Adaptation,East Asia & Pacific,LDC,0.00002
Advanced,Adaptation,Central Asia & Eastern Europe,Advanced,0.05519
Advanced,Adaptation,Middle East & North Africa,EMDE,0.00295
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00046
LDC,Adaptation,Latin America & Caribbean,EMDE,0.00002
LDC,Adaptation,South Asia,EMDE,0
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00033
LDC,Adaptation,Middle East & North Africa,LDC,0.00004
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00033
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.28781
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00025
EMDE,Mitigation,Western Europe,Advanced,0.00308
Transregional,Dual benefit,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.0003
Advanced,Adaptation,East Asia & Pacific,Advanced,0
Advanced,Mitigation,Transregional,Advanced,0
Advanced,Mitigation,Transregional,EMDE,0.04683
EMDE,Dual benefit,Transregional,LDC,0.00118
Advanced,Mitigation,Transregional,EMDE,0.00002
Advanced,Mitigation,Transregional,LDC,0.00001
Unknown,Adaptation,Transregional,LDC,0
Advanced,Adaptation,Transregional,Advanced,0
Advanced,Adaptation,Transregional,Advanced,0
Advanced,Adaptation,Transregional,EMDE,0.00074
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.40583
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.00001
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.001
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0
Advanced,Dual benefit,Sub-Saharan Africa,Advanced,0.00001
Advanced,Dual benefit,East Asia & Pacific,EMDE,0.72494
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.02128
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.06759
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00121
EMDE,Mitigation,East Asia & Pacific,LDC,0.00066
Advanced,Mitigation,South Asia,EMDE,0.012
Transregional,Dual benefit,East Asia & Pacific,EMDE,0.00003
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00003
China,Mitigation,Central Asia & Eastern Europe,Advanced,0
Advanced,Mitigation,Western Europe,Advanced,10.36317
Advanced,Mitigation,East Asia & Pacific,China,0
Advanced,Mitigation,Latin America & Caribbean,Advanced,0
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.0112
Advanced,Mitigation,Western Europe,Advanced,7.34324
Advanced,Mitigation,East Asia & Pacific,LDC,0
Advanced,Mitigation,Western Europe,Advanced,2.15914
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.0102
EMDE,Mitigation,Western Europe,Advanced,0.00876
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.10868
Advanced,Mitigation,Western Europe,Advanced,0.01827
Unknown,Mitigation,East Asia & Pacific,LDC,0.01
Advanced,Mitigation,East Asia & Pacific,LDC,0.00032
Advanced,Mitigation,East Asia & Pacific,China,0.00212
EMDE,Mitigation,East Asia & Pacific,EMDE,0.00083
China,Mitigation,Latin America & Caribbean,EMDE,0.00018
Advanced,Dual benefit,South Asia,EMDE,0.00016
Unknown,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00095
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00069
Advanced,Dual benefit,South Asia,LDC,0.0081
Advanced,Mitigation,Western Europe,Advanced,0.00005
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00031
Advanced,Mitigation,East Asia & Pacific,LDC,0
Advanced,Dual benefit,Central Asia & Eastern Europe,EMDE,0.0019
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00033
EMDE,Dual benefit,South Asia,EMDE,0.0002
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.04529
China,Mitigation,East Asia & Pacific,EMDE,0.00003
LDC,Dual benefit,East Asia & Pacific,EMDE,0.0003
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.03117
EMDE,Adaptation,Middle East & North Africa,EMDE,0.14988
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00003
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00623
Advanced,Adaptation,East Asia & Pacific,EMDE,0.01659
LDC,Adaptation,Latin America & Caribbean,EMDE,0.00001
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00029
Advanced,Adaptation,Latin America & Caribbean,Advanced,0
Advanced,Adaptation,East Asia & Pacific,LDC,0.0003
Advanced,Adaptation,East Asia & Pacific,Advanced,0.00009
China,Adaptation,South Asia,EMDE,0.00017
LDC,Adaptation,Latin America & Caribbean,EMDE,0.00033
EMDE,Adaptation,Latin America & Caribbean,LDC,0.00033
Advanced,Adaptation,Middle East & North Africa,EMDE,0.00001
EMDE,Adaptation,South Asia,LDC,0.00003
Advanced,Adaptation,East Asia & Pacific,China,0.00004
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00966
Advanced,Adaptation,South Asia,EMDE,0.01643
Advanced,Dual benefit,Unknown,Unknown,0.00849
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00158
Transregional,Dual benefit,Sub-Saharan Africa,EMDE,0.00001
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.00001
Advanced,Adaptation,Other Oceania,Advanced,0.0005
Advanced,Adaptation,Middle East & North Africa,EMDE,0.00006
Advanced,Mitigation,Latin America & Caribbean,LDC,0
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0
